,speaker1,speaker2,grp,part,sent,Distance
0,ALL_005_M_CMN_ENG_HT1_sent61,ALL_011_F_CMN_ENG_HT1_sent61,C,HT1,sent61,0.3156993284322446
1,ALL_005_M_CMN_ENG_HT1_sent61,ALL_012_M_CMN_ENG_HT1_sent61,C,HT1,sent61,0.2977344767503248
2,ALL_005_M_CMN_ENG_HT1_sent61,ALL_016_M_CMN_ENG_HT1_sent61,C,HT1,sent61,0.322651026382303
3,ALL_005_M_CMN_ENG_HT1_sent61,ALL_018_F_CMN_ENG_HT1_sent61,C,HT1,sent61,0.3041369939180555
4,ALL_005_M_CMN_ENG_HT1_sent61,ALL_020_M_CMN_ENG_HT1_sent61,C,HT1,sent61,0.2408803813013231
5,ALL_005_M_CMN_ENG_HT1_sent61,ALL_021_M_CMN_ENG_HT1_sent61,C,HT1,sent61,0.2656627660611381
6,ALL_005_M_CMN_ENG_HT1_sent61,ALL_030_F_CMN_ENG_HT1_sent61,C,HT1,sent61,0.2199327951547836
7,ALL_005_M_CMN_ENG_HT1_sent61,ALL_032_M_CMN_ENG_HT1_sent61,C,HT1,sent61,0.3257147333350567
8,ALL_005_M_CMN_ENG_HT1_sent61,ALL_033_M_CMN_ENG_HT1_sent61,C,HT1,sent61,0.2895506965992522
9,ALL_005_M_CMN_ENG_HT1_sent61,ALL_035_M_CMN_ENG_HT1_sent61,C,HT1,sent61,0.3118605146182622
10,ALL_005_M_CMN_ENG_HT1_sent61,ALL_037_M_CMN_ENG_HT1_sent61,C,HT1,sent61,0.3130800885186216
11,ALL_005_M_CMN_ENG_HT1_sent61,ALL_039_M_CMN_ENG_HT1_sent61,C,HT1,sent61,0.2395376202952799
12,ALL_005_M_CMN_ENG_HT1_sent61,ALL_043_M_CMN_ENG_HT1_sent61,C,HT1,sent61,0.3357897838536736
13,ALL_005_M_CMN_ENG_HT1_sent61,ALL_049_F_ENG_ENG_HT1_sent61,BT,HT1,sent61,0.3404678392220574
14,ALL_005_M_CMN_ENG_HT1_sent61,ALL_050_M_ENG_ENG_HT1_sent61,BT,HT1,sent61,0.3171850369818333
15,ALL_005_M_CMN_ENG_HT1_sent61,ALL_051_F_ENG_ENG_HT1_sent61,BT,HT1,sent61,0.2552314040820399
16,ALL_005_M_CMN_ENG_HT1_sent61,ALL_053_M_ENG_ENG_HT1_sent61,BT,HT1,sent61,0.3205349691847686
17,ALL_005_M_CMN_ENG_HT1_sent61,ALL_055_M_ENG_ENG_HT1_sent61,BT,HT1,sent61,0.3641467507440872
18,ALL_005_M_CMN_ENG_HT1_sent61,ALL_056_F_ENG_ENG_HT1_sent61,BT,HT1,sent61,0.3948313484724117
