,speaker1,speaker2,grp,part,sent,Distance
0,KEI_EF04_EN001_cnv,KEI_EF05_EN001_cnv,E,,EN001,0.04473548122882032
1,KEI_EF04_EN001_cnv,KEI_EF07_EN001_cnv,E,,EN001,0.0628726032496398
2,KEI_EF04_EN001_cnv,KEI_EF08_EN001_cnv,E,,EN001,0.07287473804521785
3,KEI_EF04_EN001_cnv,KEI_EF09_EN001_cnv,E,,EN001,0.04579984386592903
4,KEI_EF04_EN001_cnv,KEI_EM01_EN001_cnv,E,,EN001,0.1842493404737388
5,KEI_EF04_EN001_cnv,KEI_EM02_EN001_cnv,E,,EN001,0.07437165085218947
6,KEI_EF04_EN001_cnv,KEI_EM03_EN001_cnv,E,,EN001,0.07514115760293243
7,KEI_EF04_EN001_cnv,KEI_EM05_EN001_cnv,E,,EN001,0.09283648202044847
8,KEI_EF04_EN001_cnv,KEI_EM06_EN001_cnv,E,,EN001,0.09475417763544157
9,KEI_EF04_EN001_cnv,KEI_KF01_EN001_cnv,BT,,EN001,0.1352244046528899
10,KEI_EF04_EN001_cnv,KEI_KF03_EN001_cnv,BT,,EN001,0.08223260624246052
11,KEI_EF04_EN001_cnv,KEI_KF04_EN001_cnv,BT,,EN001,0.1011414112642472
12,KEI_EF04_EN001_cnv,KEI_KF05_EN001_cnv,BT,,EN001,0.1968609804368551
13,KEI_EF04_EN001_cnv,KEI_KF06_EN001_cnv,BT,,EN001,0.1243530492745207
14,KEI_EF04_EN001_cnv,KEI_KM01_EN001_cnv,BT,,EN001,0.07802610872492126
15,KEI_EF04_EN001_cnv,KEI_KM03_EN001_cnv,BT,,EN001,0.1282531987173395
16,KEI_EF04_EN001_cnv,KEI_KM04_EN001_cnv,BT,,EN001,0.1245720107754631
17,KEI_EF04_EN001_cnv,KEI_KM05_EN001_cnv,BT,,EN001,0.14380320141985098
18,KEI_EF04_EN001_cnv,KEI_KM06_EN001_cnv,BT,,EN001,0.1915036201933583
19,KEI_EF04_EN002_cnv,KEI_EF05_EN002_cnv,E,,EN002,0.03930455038056844
20,KEI_EF04_EN002_cnv,KEI_EF07_EN002_cnv,E,,EN002,0.09173054205937914
21,KEI_EF04_EN002_cnv,KEI_EF08_EN002_cnv,E,,EN002,0.09615539683629164
22,KEI_EF04_EN002_cnv,KEI_EF09_EN002_cnv,E,,EN002,0.09209749077335767
23,KEI_EF04_EN002_cnv,KEI_EM01_EN002_cnv,E,,EN002,0.1089766534257409
24,KEI_EF04_EN002_cnv,KEI_EM02_EN002_cnv,E,,EN002,0.1579033335220107
25,KEI_EF04_EN002_cnv,KEI_EM03_EN002_cnv,E,,EN002,0.177010021241878
26,KEI_EF04_EN002_cnv,KEI_EM05_EN002_cnv,E,,EN002,0.112411432426956
27,KEI_EF04_EN002_cnv,KEI_EM06_EN002_cnv,E,,EN002,0.17760355212984197
28,KEI_EF04_EN002_cnv,KEI_KF01_EN002_cnv,BT,,EN002,0.2698545775023902
29,KEI_EF04_EN002_cnv,KEI_KF03_EN002_cnv,BT,,EN002,0.1486631368883607
30,KEI_EF04_EN002_cnv,KEI_KF04_EN002_cnv,BT,,EN002,0.2303117385133361
31,KEI_EF04_EN002_cnv,KEI_KF05_EN002_cnv,BT,,EN002,0.3122224323680957
32,KEI_EF04_EN002_cnv,KEI_KF06_EN002_cnv,BT,,EN002,0.2765663096015147
33,KEI_EF04_EN002_cnv,KEI_KM01_EN002_cnv,BT,,EN002,0.13397267848788402
34,KEI_EF04_EN002_cnv,KEI_KM03_EN002_cnv,BT,,EN002,0.3770628999353434
35,KEI_EF04_EN002_cnv,KEI_KM04_EN002_cnv,BT,,EN002,0.3273936255080288
36,KEI_EF04_EN002_cnv,KEI_KM05_EN002_cnv,BT,,EN002,0.1220827720009441
37,KEI_EF04_EN002_cnv,KEI_KM06_EN002_cnv,BT,,EN002,0.2402612667291067
38,KEI_EF04_EN003_cnv,KEI_EF05_EN003_cnv,E,,EN003,0.1226150180424903
39,KEI_EF04_EN003_cnv,KEI_EF07_EN003_cnv,E,,EN003,0.1295993182119117
40,KEI_EF04_EN003_cnv,KEI_EF09_EN003_cnv,E,,EN003,0.1404567653424921
41,KEI_EF04_EN003_cnv,KEI_EM01_EN003_cnv,E,,EN003,0.11979289446153502
42,KEI_EF04_EN003_cnv,KEI_EM02_EN003_cnv,E,,EN003,0.1478745729766675
43,KEI_EF04_EN003_cnv,KEI_EM03_EN003_cnv,E,,EN003,0.1042745287870658
44,KEI_EF04_EN003_cnv,KEI_EM05_EN003_cnv,E,,EN003,0.1690834463090468
45,KEI_EF04_EN003_cnv,KEI_EM06_EN003_cnv,E,,EN003,0.0994693650496327
46,KEI_EF04_EN003_cnv,KEI_KF01_EN003_cnv,BT,,EN003,0.1880216786033962
47,KEI_EF04_EN003_cnv,KEI_KF03_EN003_cnv,BT,,EN003,0.1483139754570746
48,KEI_EF04_EN003_cnv,KEI_KF04_EN003_cnv,BT,,EN003,0.1951933644011715
49,KEI_EF04_EN003_cnv,KEI_KF05_EN003_cnv,BT,,EN003,0.3923067193858396
