,speaker1,speaker2,grp,part,sent,Distance
0,KEI_EF04_EN001_cnv,KEI_EF05_EN001_cnv,E,,EN001,0.03836618614818025
1,KEI_EF04_EN001_cnv,KEI_EF07_EN001_cnv,E,,EN001,0.0655770383374761
2,KEI_EF04_EN001_cnv,KEI_EF08_EN001_cnv,E,,EN001,0.04623357413686074
3,KEI_EF04_EN001_cnv,KEI_EF09_EN001_cnv,E,,EN001,0.03428336768904577
4,KEI_EF04_EN001_cnv,KEI_EM01_EN001_cnv,E,,EN001,0.1079149635023884
5,KEI_EF04_EN001_cnv,KEI_EM02_EN001_cnv,E,,EN001,0.0638039757042132
6,KEI_EF04_EN001_cnv,KEI_EM03_EN001_cnv,E,,EN001,0.061432050777389065
7,KEI_EF04_EN001_cnv,KEI_EM05_EN001_cnv,E,,EN001,0.07726565036539312
8,KEI_EF04_EN001_cnv,KEI_EM06_EN001_cnv,E,,EN001,0.1059505852447807
9,KEI_EF04_EN001_cnv,KEI_KF01_EN001_cnv,BT,,EN001,0.1190243250103864
10,KEI_EF04_EN001_cnv,KEI_KF03_EN001_cnv,BT,,EN001,0.06398361086242615
11,KEI_EF04_EN001_cnv,KEI_KF04_EN001_cnv,BT,,EN001,0.1034991554880123
12,KEI_EF04_EN001_cnv,KEI_KF05_EN001_cnv,BT,,EN001,0.1531579796267781
13,KEI_EF04_EN001_cnv,KEI_KF06_EN001_cnv,BT,,EN001,0.1277814530929881
14,KEI_EF04_EN001_cnv,KEI_KM01_EN001_cnv,BT,,EN001,0.06485649464798712
15,KEI_EF04_EN001_cnv,KEI_KM03_EN001_cnv,BT,,EN001,0.06943254433669202
16,KEI_EF04_EN001_cnv,KEI_KM04_EN001_cnv,BT,,EN001,0.1174361181178741
17,KEI_EF04_EN001_cnv,KEI_KM05_EN001_cnv,BT,,EN001,0.1191995026702731
18,KEI_EF04_EN001_cnv,KEI_KM06_EN001_cnv,BT,,EN001,0.12494884197245801
19,KEI_EF04_EN002_cnv,KEI_EF05_EN002_cnv,E,,EN002,0.09867082568765258
20,KEI_EF04_EN002_cnv,KEI_EF07_EN002_cnv,E,,EN002,0.07059253207931702
21,KEI_EF04_EN002_cnv,KEI_EF08_EN002_cnv,E,,EN002,0.1452907339728063
22,KEI_EF04_EN002_cnv,KEI_EF09_EN002_cnv,E,,EN002,0.09564745265956807
23,KEI_EF04_EN002_cnv,KEI_EM01_EN002_cnv,E,,EN002,0.1135322047678576
24,KEI_EF04_EN002_cnv,KEI_EM02_EN002_cnv,E,,EN002,0.1441655945801323
25,KEI_EF04_EN002_cnv,KEI_EM03_EN002_cnv,E,,EN002,0.1821583474591432
26,KEI_EF04_EN002_cnv,KEI_EM05_EN002_cnv,E,,EN002,0.1382214178041712
27,KEI_EF04_EN002_cnv,KEI_EM06_EN002_cnv,E,,EN002,0.1936636921038457
28,KEI_EF04_EN002_cnv,KEI_KF01_EN002_cnv,BT,,EN002,0.2242433974549724
29,KEI_EF04_EN002_cnv,KEI_KF03_EN002_cnv,BT,,EN002,0.1445917803248129
30,KEI_EF04_EN002_cnv,KEI_KF04_EN002_cnv,BT,,EN002,0.1736474143963251
31,KEI_EF04_EN002_cnv,KEI_KF05_EN002_cnv,BT,,EN002,0.2364607047565727
32,KEI_EF04_EN002_cnv,KEI_KF06_EN002_cnv,BT,,EN002,0.2621147712989516
33,KEI_EF04_EN002_cnv,KEI_KM01_EN002_cnv,BT,,EN002,0.1638073250171344
34,KEI_EF04_EN002_cnv,KEI_KM03_EN002_cnv,BT,,EN002,0.2605459496614443
35,KEI_EF04_EN002_cnv,KEI_KM04_EN002_cnv,BT,,EN002,0.3086235197758153
36,KEI_EF04_EN002_cnv,KEI_KM05_EN002_cnv,BT,,EN002,0.1412669475004261
37,KEI_EF04_EN002_cnv,KEI_KM06_EN002_cnv,BT,,EN002,0.2364147864424143
38,KEI_EF04_EN003_cnv,KEI_EF05_EN003_cnv,E,,EN003,0.11441886039821401
39,KEI_EF04_EN003_cnv,KEI_EF07_EN003_cnv,E,,EN003,0.1230503026901232
40,KEI_EF04_EN003_cnv,KEI_EF09_EN003_cnv,E,,EN003,0.1354276137563437
41,KEI_EF04_EN003_cnv,KEI_EM01_EN003_cnv,E,,EN003,0.09317920072019738
42,KEI_EF04_EN003_cnv,KEI_EM02_EN003_cnv,E,,EN003,0.1493001092247282
43,KEI_EF04_EN003_cnv,KEI_EM03_EN003_cnv,E,,EN003,0.1244855664230334
44,KEI_EF04_EN003_cnv,KEI_EM05_EN003_cnv,E,,EN003,0.1364378773926809
45,KEI_EF04_EN003_cnv,KEI_EM06_EN003_cnv,E,,EN003,0.1217342349241474
46,KEI_EF04_EN003_cnv,KEI_KF01_EN003_cnv,BT,,EN003,0.2214373512694084
47,KEI_EF04_EN003_cnv,KEI_KF03_EN003_cnv,BT,,EN003,0.1768439661577821
48,KEI_EF04_EN003_cnv,KEI_KF04_EN003_cnv,BT,,EN003,0.2427635894914849
49,KEI_EF04_EN003_cnv,KEI_KF05_EN003_cnv,BT,,EN003,0.4040002770175609
50,KEI_EF04_EN003_cnv,KEI_KF06_EN003_cnv,BT,,EN003,0.2180678173983566
51,KEI_EF04_EN003_cnv,KEI_KM01_EN003_cnv,BT,,EN003,0.1758003671802698
52,KEI_EF04_EN003_cnv,KEI_KM03_EN003_cnv,BT,,EN003,0.2451526019790851
53,KEI_EF04_EN003_cnv,KEI_KM04_EN003_cnv,BT,,EN003,0.1755786074985886
54,KEI_EF04_EN003_cnv,KEI_KM05_EN003_cnv,BT,,EN003,0.1542568823856249
55,KEI_EF04_EN003_cnv,KEI_KM06_EN003_cnv,BT,,EN003,0.2579742160459514
56,KEI_EF04_EN004_cnv,KEI_EF05_EN004_cnv,E,,EN004,0.06207361787960027
57,KEI_EF04_EN004_cnv,KEI_EF07_EN004_cnv,E,,EN004,0.06189712380197961
58,KEI_EF04_EN004_cnv,KEI_EF08_EN004_cnv,E,,EN004,0.06597221577654115
59,KEI_EF04_EN004_cnv,KEI_EF09_EN004_cnv,E,,EN004,0.08135929123124644
60,KEI_EF04_EN004_cnv,KEI_EM01_EN004_cnv,E,,EN004,0.1441165606555014
61,KEI_EF04_EN004_cnv,KEI_EM02_EN004_cnv,E,,EN004,0.07784772322646444
62,KEI_EF04_EN004_cnv,KEI_EM03_EN004_cnv,E,,EN004,0.1007808930268786
63,KEI_EF04_EN004_cnv,KEI_EM05_EN004_cnv,E,,EN004,0.08784376472448377
64,KEI_EF04_EN004_cnv,KEI_EM06_EN004_cnv,E,,EN004,0.09456137665102418
65,KEI_EF04_EN004_cnv,KEI_KF01_EN004_cnv,BT,,EN004,0.311364761575093
66,KEI_EF04_EN004_cnv,KEI_KF03_EN004_cnv,BT,,EN004,0.1612410942213963
67,KEI_EF04_EN004_cnv,KEI_KF04_EN004_cnv,BT,,EN004,0.2806524392837157
68,KEI_EF04_EN004_cnv,KEI_KF05_EN004_cnv,BT,,EN004,0.3233594920901892
69,KEI_EF04_EN004_cnv,KEI_KF06_EN004_cnv,BT,,EN004,0.1953206942311716
70,KEI_EF04_EN004_cnv,KEI_KM01_EN004_cnv,BT,,EN004,0.2432022411070111
71,KEI_EF04_EN004_cnv,KEI_KM03_EN004_cnv,BT,,EN004,0.3303366179034778
72,KEI_EF04_EN004_cnv,KEI_KM04_EN004_cnv,BT,,EN004,0.2224644086939133
73,KEI_EF04_EN004_cnv,KEI_KM05_EN004_cnv,BT,,EN004,0.1682852404942793
74,KEI_EF04_EN004_cnv,KEI_KM06_EN004_cnv,BT,,EN004,0.3573130889805005
75,KEI_EF04_EN005_cnv,KEI_EF05_EN005_cnv,E,,EN005,0.1000525829554611
76,KEI_EF04_EN005_cnv,KEI_EF07_EN005_cnv,E,,EN005,0.06675882056391272
77,KEI_EF04_EN005_cnv,KEI_EF08_EN005_cnv,E,,EN005,0.08949960554828912
78,KEI_EF04_EN005_cnv,KEI_EF09_EN005_cnv,E,,EN005,0.07984069683535015
79,KEI_EF04_EN005_cnv,KEI_EM01_EN005_cnv,E,,EN005,0.09670520337468344
80,KEI_EF04_EN005_cnv,KEI_EM02_EN005_cnv,E,,EN005,0.08993346151202794
81,KEI_EF04_EN005_cnv,KEI_EM03_EN005_cnv,E,,EN005,0.0949439350013479
82,KEI_EF04_EN005_cnv,KEI_EM05_EN005_cnv,E,,EN005,0.1151198320390964
83,KEI_EF04_EN005_cnv,KEI_KF01_EN005_cnv,BT,,EN005,0.2222263156852702
84,KEI_EF04_EN005_cnv,KEI_KF03_EN005_cnv,BT,,EN005,0.1290250916941104
85,KEI_EF04_EN005_cnv,KEI_KF04_EN005_cnv,BT,,EN005,0.1466401943008194
86,KEI_EF04_EN005_cnv,KEI_KF05_EN005_cnv,BT,,EN005,0.2502984722022797
87,KEI_EF04_EN005_cnv,KEI_KF06_EN005_cnv,BT,,EN005,0.1367471415806097
88,KEI_EF04_EN005_cnv,KEI_KM01_EN005_cnv,BT,,EN005,0.1162211263343438
89,KEI_EF04_EN005_cnv,KEI_KM03_EN005_cnv,BT,,EN005,0.1655968681399254
90,KEI_EF04_EN005_cnv,KEI_KM04_EN005_cnv,BT,,EN005,0.10091646672835301
91,KEI_EF04_EN005_cnv,KEI_KM06_EN005_cnv,BT,,EN005,0.1258955153279768
92,KEI_EF04_EN006_cnv,KEI_EF05_EN006_cnv,E,,EN006,0.1062926891789278
93,KEI_EF04_EN006_cnv,KEI_EF07_EN006_cnv,E,,EN006,0.08029113200008126
94,KEI_EF04_EN006_cnv,KEI_EF08_EN006_cnv,E,,EN006,0.09759736678222128
95,KEI_EF04_EN006_cnv,KEI_EF09_EN006_cnv,E,,EN006,0.08220595420730216
96,KEI_EF04_EN006_cnv,KEI_EM01_EN006_cnv,E,,EN006,0.1405422669100168
97,KEI_EF04_EN006_cnv,KEI_EM02_EN006_cnv,E,,EN006,0.1327552928608821
98,KEI_EF04_EN006_cnv,KEI_EM03_EN006_cnv,E,,EN006,0.2114224051326657
99,KEI_EF04_EN006_cnv,KEI_EM05_EN006_cnv,E,,EN006,0.1329451366575782
100,KEI_EF04_EN006_cnv,KEI_EM06_EN006_cnv,E,,EN006,0.1733041208546456
101,KEI_EF04_EN006_cnv,KEI_KF01_EN006_cnv,BT,,EN006,0.1699301869742224
102,KEI_EF04_EN006_cnv,KEI_KF03_EN006_cnv,BT,,EN006,0.1390687782064968
103,KEI_EF04_EN006_cnv,KEI_KF04_EN006_cnv,BT,,EN006,0.1342839676787493
104,KEI_EF04_EN006_cnv,KEI_KF05_EN006_cnv,BT,,EN006,0.16165016893477
105,KEI_EF04_EN006_cnv,KEI_KF06_EN006_cnv,BT,,EN006,0.1959659674753476
106,KEI_EF04_EN006_cnv,KEI_KM01_EN006_cnv,BT,,EN006,0.09885260244990232
107,KEI_EF04_EN006_cnv,KEI_KM03_EN006_cnv,BT,,EN006,0.1487691345451819
108,KEI_EF04_EN006_cnv,KEI_KM04_EN006_cnv,BT,,EN006,0.1281561573747324
109,KEI_EF04_EN006_cnv,KEI_KM05_EN006_cnv,BT,,EN006,0.1200631880639987
110,KEI_EF04_EN006_cnv,KEI_KM06_EN006_cnv,BT,,EN006,0.2470487455363408
111,KEI_EF04_EN007_cnv,KEI_EF05_EN007_cnv,E,,EN007,0.057269993337376424
112,KEI_EF04_EN007_cnv,KEI_EF07_EN007_cnv,E,,EN007,0.0597770718284467
113,KEI_EF04_EN007_cnv,KEI_EF08_EN007_cnv,E,,EN007,0.06973976702281645
114,KEI_EF04_EN007_cnv,KEI_EF09_EN007_cnv,E,,EN007,0.05282361152813867
115,KEI_EF04_EN007_cnv,KEI_EM01_EN007_cnv,E,,EN007,0.12274511500265199
116,KEI_EF04_EN007_cnv,KEI_EM02_EN007_cnv,E,,EN007,0.04564532804369157
117,KEI_EF04_EN007_cnv,KEI_EM03_EN007_cnv,E,,EN007,0.06886835976354473
118,KEI_EF04_EN007_cnv,KEI_EM05_EN007_cnv,E,,EN007,0.09119877049367622
119,KEI_EF04_EN007_cnv,KEI_EM06_EN007_cnv,E,,EN007,0.1262245545168536
120,KEI_EF04_EN007_cnv,KEI_KF01_EN007_cnv,BT,,EN007,0.2445847026666305
121,KEI_EF04_EN007_cnv,KEI_KF03_EN007_cnv,BT,,EN007,0.2018175126641524
122,KEI_EF04_EN007_cnv,KEI_KF04_EN007_cnv,BT,,EN007,0.1183395604150977
123,KEI_EF04_EN007_cnv,KEI_KF05_EN007_cnv,BT,,EN007,0.3480887616834554
124,KEI_EF04_EN007_cnv,KEI_KF06_EN007_cnv,BT,,EN007,0.2504196478557594
125,KEI_EF04_EN007_cnv,KEI_KM01_EN007_cnv,BT,,EN007,0.220057857298558
126,KEI_EF04_EN007_cnv,KEI_KM03_EN007_cnv,BT,,EN007,0.2497415408589418
127,KEI_EF04_EN007_cnv,KEI_KM04_EN007_cnv,BT,,EN007,0.1152743329585623
128,KEI_EF04_EN007_cnv,KEI_KM05_EN007_cnv,BT,,EN007,0.1377053252170649
129,KEI_EF04_EN007_cnv,KEI_KM06_EN007_cnv,BT,,EN007,0.2360776952418119
130,KEI_EF04_EN008_cnv,KEI_EF05_EN008_cnv,E,,EN008,0.07696138704462123
131,KEI_EF04_EN008_cnv,KEI_EF07_EN008_cnv,E,,EN008,0.050509161625768115
132,KEI_EF04_EN008_cnv,KEI_EF08_EN008_cnv,E,,EN008,0.038565323096441166
